Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
Bachelors,2013.0,New Delhi,2.0,25.0,Female,No,3.0,1.0
bachelors,2017.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
BACHELORS,2018.0,,3.0,25.0,Male,No,3.0,1.0
MASTERS,2013.0,Pune,3.0,,,Yes,3.0,
Bachelors,2013.0,pune,3.0,24.0,Female,No,2.0,0.0
Bachelors,2015.0,Pune,3.0,24.0,Female,No,2.0,1.0
Bachelors,2014.0,Bangalore,3.0,,Male,No,2.0,0.0
Masters,2012.0,New Delhi,3.0,26.0,Female,No,4.0,1.0
Bachelors,2015.0,,3.0,25.0,Male,No,3.0,0.0
Bachelors,2104.426204825029,new delhi,,26.0,Female,No,4.0,0.0
Bachelors,2013.0,Bangalore,3.0,28.0,,No,3.0,0.0
Bachelors,2016.0,Pune,2.0,28.0,Female,No,0.0,1.0
Bachelors,2012.0,New Delhi,3.0,24.0,Male,No,2.0,0.0
Bachelors,2015.0,New Delhi,3.0,28.0,Male,No,1.0,0.0
Bachelors,2017.0,Bangalore,1.0,24.0,Male,No,2.0,0.0
Masters,2017.0,Pune,2.0,28.0,Female,No,4.0,0.0
Bachelors,2017.0,Pune,3.0,24.0,Male,No,2.0,
Bachelors,,Bangalore,3.0,27.0,Female,No,5.0,0.0
,2015.0,Pune,3.0,28.0,Male,none,2.0,0.0
Bachelors,2016.0,Bangalore,3.0,,,No,5.0,0.0
Bachelors,2018.0,Bangalore,3.0,25.0,Male,NO,3.0,1.0
Bachelors,2015.0,Bangalore,3.0,28.0,Female,No,5.0,0.0
Bachelors,2014.0,Bangalore,3.0,,Male,No,5.0,1.0
Bachelors,2013.0,,3.0,26.0,Male,none,4.0,0.0
Bachelors,2015.0,Bangalore,1.0,24.0,Male,No,2.0,0.0
Bachelors,2012.0,Bangalore,3.0,27.0,Female,No,5.0,0.0
Bachelors,2012.0,Bangalore,3.0,25.0,Male,No,3.0,1.0
,2015.0,pune,3.0,28.0,Female,No,4.0,1.0
Masters,2017.0,Bangalore,2.0,24.0,Female,Yes,2.0,1.0
Bachelors,2014.0,Bangalore,3.0,28.0,Male,No,2.0,0.0
Masters,2017.0,Pune,2.0,24.0,Female,No,2.0,1.0
BACHELORS,2014.0,New Delhi,3.0,26.0,Female,No,4.0,1.0
Bachelors,2015.0,Pune,2.0,28.0,Female,No,3.0,1.0
Masters,2013.0,Pune,2.0,28.0,male,,5.0,1.0
Bachelors,2013.0,New Delhi,1.0,28.0,Female,No,5.0,1.0
Bachelors,2015.0,Pune,2.0,26.0,Female,Yes,4.0,1.0
Masters,2015.0,New Delhi,3.0,28.0,Male,No,2.0,0.0
Bachelors,2013.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
BACHELORS,2018.0,Bangalore,3.0,28.0,Male,No,2.0,1.0
Bachelors,2012.0,Pune,3.0,28.0,Male,No,2.0,0.0
Bachelors,2014.0,Pune,3.0,27.0,Female,No,5.0,
Masters,2018.0,New Delhi,3.0,24.0,Male,No,2.0,1.0
Bachelors,2018.0,Bangalore,3.0,25.0,Male,Yes,3.0,1.0
Bachelors,error,New Delhi,2.0,25.0,Male,No,3.0,22.207526878212015
Bachelors,2014.0,Pune,3.0,24.0,Female,NO,2.0,1.0
Bachelors,2012.0,new delhi,3.0,26.0,Female,No,4.0,0.0
Bachelors,2014.0,none,3.0,26.0,Male,NO,4.0,0.0
Bachelors,2014.0,Bangalore,3.0,28.0,Male,No,4.0,0.0
Bachelors,2018.0,Bangalore,3.0,26.0,Male,Yes,4.0,1.0
Bachelors,2013.0,Pune,2.0,26.0,Male,No,4.0,0.0
Bachelors,2013.0,Pune,2.0,25.0,Female,No,3.0,1.0
Bachelors,2018.0,Pune,3.0,25.0,Male,Yes,3.0,1.0
Bachelors,2013.0,Bangalore,3.0,25.0,Female,No,3.0,0.0
Bachelors,2014.0,,3.0,28.0,Male,No,4.0,0.0
Masters,2017.0,New Delhi,3.0,24.0,Female,No,2.0,0.0
Masters,2017.0,Pune,2.0,27.0,Female,No,5.0,0.0
Bachelors,2012.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2017.0,Pune,3.0,27.0,Female,No,5.0,1.0
Masters,2017.0,New Delhi,2.0,28.0,Male,No,4.0,0.0
Bachelors,2017.0,New Delhi,error,25.0,Male,No,3.0,0.0
Bachelors,2017.0,Pune,3.0,25.0,Male,Yes,3.0,1.0
Masters,2017.0,Pune,2.0,24.0,Female,No,2.0,1.0
Bachelors,2013.0,Pune,3.0,27.0,Male,Yes,,1.0
Bachelors,2016.0,Bangalore,3.0,26.0,Female,No,4.0,1.0
Bachelors,2015.0,Pune,2.0,27.0,female,No,5.0,1.0
Bachelors,,Bangalore,,27.0,Male,No,5.0,1.0
Bachelors,2012.0,bangalore,3.0,26.0,Male,NO,4.0,0.0
Bachelors,2016.0,,2.0,27.0,,No,5.0,1.0
MASTERS,2017.0,Bangalore,2.0,28.0,Male,No,2.0,0.0
Masters,error,New Delhi,error,24.0,Female,No,2.0,1.0
Bachelors,2017.0,,3.0,24.0,,no,2.0,0.0
Bachelors,2018.0,Bangalore,,24.0,Male,No,2.0,1.0
Masters,2017.0,New Delhi,2.0,28.0,Male,No,73.1163750232798,0.0
Bachelors,2015.0,Bangalore,3.0,26.0,FEMALE,Yes,4.0,0.0
,2018.0,Pune,3.0,26.0,female,NO,4.0,1.0
Bachelors,2013.0,Bangalore,3.0,25.0,Male,Yes,3.0,0.0
Bachelors,2016.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Masters,2018.0,Pune,3.0,28.0,Male,No,2.0,1.0
Bachelors,2016.0,bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2017.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2012.0,Bangalore,3.0,27.0,Female,No,5.0,0.0
PHD,2016.0,New Delhi,3.0,27.0,Male,No,5.0,0.0
Bachelors,2017.0,New Delhi,2.0,25.0,Male,No,3.0,0.0
Bachelors,2015.0,New Delhi,3.0,28.0,Female,No,2.0,0.0
Bachelors,2013.0,Pune,2.0,26.0,Female,No,,
Bachelors,2017.0,Bangalore,3.0,27.0,Female,no,5.0,0.0
Bachelors,2015.0,Pune,2.0,24.0,Female,No,2.0,1.0
Bachelors,2017.0,Bangalore,3.0,27.0,Female,No,5.0,
Bachelors,2016.0,Bangalore,3.0,25.0,Male,No,3.0,1.0
Bachelors,2018.0,Bangalore,3.0,26.0,Male,No,4.0,1.0
Bachelors,2015.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2014.0,Pune,3.0,24.0,Male,No,2.0,0.0
Bachelors,2012.0,Bangalore,3.0,,Male,No,5.0,0.0
Bachelors,2013.0,Pune,3.0,27.0,Male,no,5.0,0.0
Bachelors,2015.0,Bangalore,1.0,25.0,Male,No,3.0,0.0
Masters,2017.0,New Delhi,2.0,25.0,Female,No,3.0,0.0
PHD,2015.0,Pune,3.0,28.0,Male,No,0.0,0.0
BACHELORS,2015.0,,3.0,28.0,Male,No,3.0,0.0
Bachelors,2016.0,Bangalore,3.0,28.0,Male,No,5.0,0.0
PHD,2013.0,New Delhi,,24.0,Male,No,2.0,0.0
Bachelors,2014.0,Bangalore,3.0,26.0,Male,Yes,4.0,0.0
BACHELORS,2015.0,Pune,2.0,26.0,Female,Yes,4.0,1.0
Bachelors,2017.0,Bangalore,3.0,27.0,Male,Yes,5.0,0.0
Bachelors,2014.0,New Delhi,3.0,,Male,No,4.0,0.0
Masters,2013.0,Bangalore,3.0,27.0,Male,No,5.0,1.0
Bachelors,2016.0,Pune,3.0,24.0,MALE,Yes,2.0,0.0
Bachelors,2016.0,Bangalore,3.0,26.0,Male,no,4.0,0.0
Bachelors,2013.0,Pune,2.0,28.0,Female,No,2.0,1.0
Masters,2017.0,Bangalore,2.0,24.0,Male,No,2.0,1.0
MASTERS,2017.0,New Delhi,2.0,24.0,Male,No,2.0,1.0
Masters,2015.0,Pune,2.0,140.47735463165102,Female,No,2.0,1.0
Bachelors,2014.0,Pune,3.0,26.0,Male,none,73.1163750232798,0.0
Bachelors,2016.0,Pune,2.0,27.0,Female,,5.0,1.0
Bachelors,2017.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Masters,2017.0,,2.0,26.0,Female,No,4.0,0.0
Bachelors,,Bangalore,1.0,25.0,Female,No,3.0,0.0
PHD,2014.0,Bangalore,1.0,25.0,Female,NONE,3.0,0.0
Bachelors,2013.0,Bangalore,3.0,25.0,Female,No,3.0,0.0
Bachelors,2014.0,New Delhi,3.0,24.0,Male,no,2.0,
Bachelors,2015.0,Pune,2.0,28.0,Female,Yes,73.1163750232798,1.0
Bachelors,2014.0,New Delhi,3.0,28.0,Male,No,5.0,0.0
Bachelors,2015.0,Bangalore,3.0,26.0,Male,,4.0,0.0
Bachelors,2014.0,Bangalore,,25.0,Male,NO,3.0,0.0
Bachelors,2018.0,PUNE,25.104331005232446,26.0,Male,No,4.0,1.0
Masters,2015.0,Pune,2.0,28.0,Female,No,2.0,0.0
Masters,,New Delhi,3.0,28.0,Male,No,2.0,
Bachelors,2014.0,Bangalore,3.0,,Male,No,3.0,0.0
none,2015.0,new delhi,,26.0,Female,No,4.0,0.0
,2016.0,New Delhi,3.0,27.0,,No,5.0,0.0
Bachelors,2014.0,Bangalore,3.0,140.47735463165102,Female,No,2.0,0.0
Masters,2017.0,Pune,3.0,24.0,Female,No,,0.0
Bachelors,2014.0,,3.0,25.0,Female,No,3.0,1.0
Bachelors,2015.0,Pune,error,-47.0,FEMALE,No,5.0,1.0
,2017.0,New Delhi,2.0,28.0,Male,no,73.1163750232798,0.0
Bachelors,2017.0,New Delhi,3.0,25.0,Female,No,3.0,0.0
Bachelors,2012.0,Pune,3.0,24.0,Male,No,2.0,1.0
Masters,2016.0,New Delhi,3.0,25.0,Male,No,3.0,
Bachelors,2015.0,Pune,2.0,26.0,Female,No,4.0,1.0
Masters,2104.426204825029,New Delhi,error,27.0,Male,No,5.0,0.0
Bachelors,2015.0,Bangalore,3.0,24.0,Female,No,2.0,
Bachelors,2014.0,New Delhi,3.0,25.0,Male,No,3.0,0.0
Bachelors,2017.0,Bangalore,3.0,24.0,Male,NO,2.0,0.0
Bachelors,2017.0,,3.0,140.47735463165102,Female,No,2.0,1.0
Bachelors,2012.0,Bangalore,3.0,28.0,Male,No,1.0,0.0
Bachelors,2014.0,Bangalore,1.0,26.0,Male,No,4.0,0.0
Bachelors,2017.0,Bangalore,3.0,28.0,Male,Yes,3.0,0.0
Bachelors,2015.0,Pune,1.0,25.0,Female,No,3.0,1.0
Bachelors,2015.0,Pune,2.0,24.0,Female,Yes,2.0,1.0
Bachelors,2017.0,Pune,2.0,26.0,Male,No,4.0,0.0
Bachelors,2015.0,Bangalore,3.0,28.0,Male,No,0.0,0.0
Bachelors,2016.0,Bangalore,3.0,28.0,Male,No,2.0,0.0
Bachelors,2013.0,pune,3.0,28.0,Female,YES,3.0,1.0
Bachelors,2017.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Masters,2015.0,New Delhi,3.0,25.0,Male,No,3.0,0.0
Bachelors,2012.0,New Delhi,3.0,28.0,Female,No,4.0,
Bachelors,2012.0,Bangalore,3.0,26.0,MALE,No,4.0,0.0
Bachelors,2012.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Masters,2017.0,New Delhi,3.0,25.0,Male,No,3.0,1.0
Bachelors,2017.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
BACHELORS,2012.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Bachelors,2017.0,Bangalore,3.0,26.0,Female,no,,0.0
Masters,2017.0,New Delhi,2.0,25.0,Male,Yes,3.0,1.0
Bachelors,2015.0,Bangalore,25.104331005232446,25.0,Male,no,3.0,0.0
BACHELORS,2013.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Bachelors,2017.0,Pune,3.0,,Female,No,3.0,1.0
Bachelors,2014.0,New Delhi,3.0,28.0,Female,Yes,73.1163750232798,0.0
Bachelors,2016.0,BANGALORE,3.0,27.0,Female,No,5.0,0.0
Bachelors,2018.0,Bangalore,,25.0,Male,No,3.0,1.0
Bachelors,2012.0,Bangalore,3.0,27.0,Female,Yes,5.0,0.0
Bachelors,2017.0,New Delhi,3.0,27.0,Female,No,5.0,0.0
Bachelors,2016.0,Bangalore,2.0,25.0,Male,No,3.0,1.0
Bachelors,2016.0,Bangalore,3.0,28.0,Female,No,4.0,0.0
Bachelors,2017.0,new delhi,2.0,27.0,Male,No,5.0,0.0
Bachelors,,Bangalore,3.0,24.0,Female,No,2.0,0.0
Bachelors,2013.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2017.0,New Delhi,2.0,25.0,Female,No,3.0,0.0
Bachelors,,Pune,3.0,24.0,Male,No,2.0,0.0
,2012.0,New Delhi,3.0,25.0,Female,No,3.0,0.0
PHD,2104.426204825029,New Delhi,,27.0,Female,No,5.0,0.0
Bachelors,2014.0,Bangalore,3.0,25.0,Female,No,3.0,1.0
Masters,2017.0,Bangalore,3.0,28.0,Male,No,2.0,0.0
Bachelors,2016.0,Pune,3.0,25.0,Male,No,3.0,0.0
Bachelors,2014.0,Bangalore,3.0,-47.0,Male,,3.0,0.0
Bachelors,2012.0,New Delhi,3.0,,Male,No,5.0,0.0
Bachelors,2012.0,Pune,3.0,25.0,Female,No,3.0,1.0
Masters,2015.0,New Delhi,3.0,27.0,Female,No,5.0,0.0
Bachelors,2014.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2015.0,Pune,2.0,27.0,Female,No,5.0,1.0
Bachelors,2014.0,Bangalore,25.104331005232446,25.0,Male,No,3.0,1.0
Bachelors,2015.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
Bachelors,2018.0,New Delhi,3.0,26.0,Female,No,4.0,1.0
Bachelors,2017.0,Pune,2.0,26.0,Female,No,4.0,1.0
Bachelors,2014.0,Pune,,24.0,Female,No,2.0,1.0
Bachelors,2013.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2017.0,New Delhi,2.0,27.0,Male,No,5.0,0.0
PHD,2012.0,New Delhi,3.0,28.0,Female,No,1.0,0.0
Masters,2012.0,New Delhi,3.0,26.0,Female,No,4.0,1.0
BACHELORS,2014.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2013.0,Bangalore,3.0,28.0,Female,No,0.0,1.0
Bachelors,2014.0,Pune,3.0,26.0,Male,No,4.0,0.0
Bachelors,2016.0,Pune,2.0,24.0,Female,No,2.0,1.0
Bachelors,2015.0,Bangalore,1.0,24.0,Female,No,2.0,1.0
Bachelors,2012.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Masters,2014.0,Pune,25.104331005232446,27.0,,,5.0,0.0
Masters,2017.0,,2.0,27.0,Male,No,5.0,
Masters,2017.0,New Delhi,1.0,25.0,Female,No,3.0,0.0
Masters,2012.0,Pune,3.0,28.0,Male,No,0.0,1.0
Masters,2012.0,New Delhi,3.0,28.0,male,No,2.0,1.0
Masters,2013.0,new delhi,2.0,140.47735463165102,Male,No,2.0,1.0
Bachelors,2015.0,Pune,3.0,25.0,Female,NO,3.0,1.0
Masters,2017.0,New Delhi,,28.0,Male,No,5.0,0.0
Bachelors,,Bangalore,3.0,24.0,Male,No,73.1163750232798,0.0
Masters,2015.0,Bangalore,3.0,28.0,Male,No,,1.0
Bachelors,2018.0,Bangalore,3.0,27.0,Female,Yes,5.0,1.0
Bachelors,2015.0,,3.0,24.0,Male,No,2.0,1.0
Bachelors,2014.0,Pune,3.0,26.0,male,No,4.0,0.0
Bachelors,error,New Delhi,3.0,25.0,Female,No,3.0,0.0
Bachelors,2013.0,BANGALORE,3.0,26.0,Male,no,4.0,0.0
Bachelors,2018.0,New Delhi,3.0,28.0,,No,0.0,1.0
Bachelors,2013.0,Bangalore,3.0,25.0,Female,No,3.0,0.0
PHD,2012.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2013.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2013.0,Bangalore,,28.0,Female,No,3.0,0.0
Bachelors,2015.0,Pune,3.0,24.0,Male,No,2.0,0.0
bachelors,2013.0,Pune,3.0,27.0,Male,No,5.0,0.0
bachelors,,New Delhi,error,27.0,Male,No,5.0,0.0
,2018.0,Bangalore,3.0,26.0,Female,Yes,4.0,1.0
Bachelors,error,Bangalore,3.0,26.0,MALE,No,4.0,0.0
Bachelors,2015.0,Pune,2.0,24.0,Female,No,2.0,1.0
Bachelors,,Bangalore,3.0,24.0,Male,No,2.0,0.0
PHD,2018.0,bangalore,3.0,140.47735463165102,Female,No,5.0,1.0
Bachelors,2015.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2015.0,New Delhi,1.0,26.0,Female,No,4.0,1.0
Bachelors,2015.0,pune,2.0,24.0,FEMALE,,2.0,1.0
Bachelors,2013.0,PUNE,3.0,27.0,Male,No,5.0,0.0
PHD,2016.0,,3.0,24.0,Female,no,2.0,0.0
Bachelors,2013.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2015.0,Bangalore,3.0,28.0,,No,5.0,0.0
Bachelors,2015.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Bachelors,2016.0,Bangalore,3.0,27.0,Female,No,5.0,0.0
Bachelors,2017.0,pune,3.0,25.0,,no,3.0,1.0
Masters,2017.0,New Delhi,,26.0,Male,No,,1.0
Bachelors,2012.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,,Bangalore,3.0,26.0,Female,No,4.0,1.0
bachelors,2015.0,Pune,2.0,25.0,Female,No,3.0,1.0
Bachelors,2013.0,,3.0,26.0,,No,4.0,0.0
Bachelors,2017.0,Pune,2.0,140.47735463165102,Male,No,1.0,1.0
Bachelors,2014.0,Bangalore,3.0,25.0,male,No,3.0,
BACHELORS,2013.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
PHD,2013.0,Bangalore,3.0,26.0,NONE,No,4.0,0.0
Bachelors,2013.0,New Delhi,error,25.0,Female,Yes,3.0,1.0
Bachelors,2017.0,Bangalore,1.0,28.0,Female,No,3.0,0.0
,2014.0,Bangalore,3.0,26.0,Male,No,4.0,
Bachelors,2015.0,New Delhi,3.0,140.47735463165102,,No,5.0,0.0
Masters,2013.0,Pune,2.0,28.0,Male,No,,1.0
Bachelors,2013.0,New Delhi,3.0,25.0,Female,Yes,3.0,1.0
Masters,2017.0,New Delhi,2.0,26.0,Male,No,4.0,0.0
Masters,2016.0,New Delhi,3.0,25.0,Male,,3.0,0.0
Bachelors,2017.0,Bangalore,error,140.47735463165102,Female,Yes,73.1163750232798,0.0
Masters,2017.0,New Delhi,2.0,28.0,Female,No,2.0,0.0
Bachelors,2012.0,Bangalore,1.0,27.0,Male,No,5.0,1.0
Bachelors,2018.0,Bangalore,3.0,27.0,Male,no,5.0,1.0
Bachelors,2016.0,Bangalore,3.0,24.0,Female,No,2.0,0.0
Bachelors,2017.0,Pune,,26.0,Male,No,4.0,0.0
Bachelors,2017.0,New Delhi,3.0,25.0,Female,No,3.0,0.0
Bachelors,2015.0,Pune,3.0,28.0,Female,YES,5.0,1.0
Bachelors,2015.0,Bangalore,3.0,26.0,Male,No,4.0,1.0
Masters,2015.0,Pune,2.0,26.0,Female,Yes,4.0,1.0
Masters,2015.0,Pune,3.0,25.0,Male,No,3.0,22.207526878212015
Bachelors,2016.0,Pune,3.0,27.0,Female,No,,1.0
Bachelors,2013.0,Bangalore,error,25.0,Male,No,3.0,0.0
Bachelors,2018.0,,3.0,26.0,Male,Yes,73.1163750232798,1.0
Bachelors,2014.0,Bangalore,3.0,27.0,Female,No,5.0,0.0
Bachelors,2017.0,bangalore,1.0,140.47735463165102,Male,no,3.0,0.0
Bachelors,2015.0,New Delhi,3.0,26.0,Male,No,,0.0
Bachelors,2015.0,Pune,3.0,24.0,Female,No,2.0,1.0
Bachelors,2015.0,Bangalore,3.0,28.0,Male,No,,0.0
,2014.0,Pune,2.0,26.0,FEMALE,No,,1.0
bachelors,2017.0,Bangalore,3.0,27.0,Male,No,5.0,1.0
Bachelors,2014.0,Bangalore,3.0,26.0,Male,,,0.0
Bachelors,2018.0,New Delhi,3.0,28.0,female,No,5.0,1.0
Bachelors,2015.0,Bangalore,3.0,28.0,Male,No,0.0,1.0
Bachelors,2016.0,,3.0,28.0,Female,No,3.0,0.0
Bachelors,2017.0,Bangalore,25.104331005232446,25.0,Male,,3.0,0.0
Bachelors,2015.0,,3.0,24.0,Female,No,2.0,1.0
Masters,2018.0,New Delhi,3.0,28.0,Male,No,2.0,1.0
Bachelors,2015.0,Bangalore,3.0,27.0,Female,No,5.0,
Bachelors,2017.0,Bangalore,3.0,24.0,Male,No,2.0,1.0
,2017.0,New Delhi,2.0,28.0,Female,No,0.0,0.0
Bachelors,2015.0,Bangalore,3.0,25.0,MALE,,3.0,22.207526878212015
Bachelors,,Bangalore,3.0,28.0,Male,No,2.0,0.0
Bachelors,2013.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
,2016.0,Bangalore,25.104331005232446,24.0,Male,No,2.0,0.0
Bachelors,2016.0,Pune,3.0,27.0,MALE,No,5.0,0.0
Bachelors,2104.426204825029,Pune,3.0,24.0,Male,No,2.0,0.0
NONE,2017.0,Pune,2.0,26.0,Female,No,4.0,1.0
Bachelors,2017.0,New Delhi,3.0,26.0,Male,No,4.0,0.0
Bachelors,2018.0,Pune,3.0,25.0,Female,No,3.0,1.0
Bachelors,error,Bangalore,,24.0,Male,No,2.0,1.0
Bachelors,2015.0,pune,3.0,24.0,Male,Yes,73.1163750232798,0.0
Bachelors,2013.0,Bangalore,3.0,24.0,Female,No,2.0,1.0
Bachelors,2013.0,Pune,2.0,28.0,Male,Yes,0.0,1.0
Bachelors,2018.0,Bangalore,,140.47735463165102,Male,No,2.0,1.0
Bachelors,2014.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2016.0,Bangalore,3.0,28.0,Female,No,5.0,0.0
Bachelors,,Bangalore,3.0,25.0,Male,No,,0.0
Bachelors,2014.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Masters,2017.0,Bangalore,2.0,28.0,Male,No,2.0,0.0
Bachelors,,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2016.0,Bangalore,3.0,27.0,Female,NO,5.0,0.0
Masters,2018.0,Bangalore,3.0,28.0,,No,2.0,1.0
Bachelors,2017.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Bachelors,2012.0,Pune,3.0,24.0,Male,No,,0.0
Bachelors,2016.0,New Delhi,3.0,28.0,Male,No,0.0,0.0
Bachelors,2012.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
BACHELORS,2014.0,Bangalore,3.0,27.0,,No,5.0,0.0
Bachelors,2017.0,Bangalore,3.0,24.0,Male,No,2.0,1.0
Bachelors,2012.0,Bangalore,1.0,27.0,Male,No,5.0,0.0
Bachelors,2017.0,Bangalore,3.0,28.0,Female,No,5.0,
Bachelors,2014.0,Pune,3.0,25.0,Male,No,3.0,0.0
Bachelors,2015.0,Pune,3.0,-47.0,MALE,No,3.0,22.207526878212015
Bachelors,2017.0,Pune,2.0,28.0,Male,No,0.0,1.0
Bachelors,2015.0,,2.0,26.0,Female,No,4.0,1.0
Bachelors,2015.0,Pune,2.0,27.0,Female,No,5.0,1.0
Bachelors,,PUNE,3.0,,FEMALE,No,4.0,1.0
,2015.0,Bangalore,2.0,28.0,Female,No,3.0,1.0
Bachelors,2012.0,Pune,3.0,-47.0,Male,No,3.0,0.0
Bachelors,2013.0,Bangalore,3.0,25.0,Male,Yes,3.0,1.0
Bachelors,2016.0,New Delhi,3.0,26.0,Male,No,4.0,0.0
PHD,2018.0,New Delhi,3.0,24.0,Female,No,2.0,1.0
Bachelors,2014.0,Bangalore,error,27.0,Female,No,5.0,0.0
Masters,2017.0,New Delhi,2.0,26.0,Male,Yes,73.1163750232798,1.0
Bachelors,2015.0,Pune,2.0,27.0,Female,No,5.0,1.0
Bachelors,2014.0,Bangalore,3.0,24.0,Male,No,2.0,0.0
Masters,2017.0,,2.0,,Female,No,3.0,22.207526878212015
Bachelors,2017.0,New Delhi,3.0,28.0,Female,No,2.0,0.0
Bachelors,2014.0,Bangalore,3.0,27.0,Male,Yes,5.0,0.0
Bachelors,2012.0,Bangalore,3.0,140.47735463165102,Male,No,2.0,0.0
,2018.0,Pune,3.0,24.0,Male,No,2.0,1.0
Bachelors,2015.0,,3.0,27.0,Female,Yes,5.0,1.0
Bachelors,2015.0,New Delhi,3.0,28.0,,No,3.0,0.0
Bachelors,2015.0,Pune,3.0,27.0,Female,No,5.0,1.0
Bachelors,2015.0,Bangalore,3.0,28.0,Male,No,5.0,0.0
Bachelors,2015.0,New Delhi,2.0,27.0,Female,Yes,5.0,1.0
Bachelors,2016.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Masters,2017.0,New Delhi,3.0,27.0,Female,No,5.0,
Bachelors,2017.0,Pune,2.0,26.0,Female,No,4.0,1.0
Bachelors,2015.0,Pune,3.0,27.0,Female,,,1.0
Bachelors,2018.0,Pune,3.0,27.0,Female,No,5.0,1.0
Bachelors,2012.0,Bangalore,3.0,25.0,Male,No,3.0,0.0
,2017.0,Bangalore,3.0,-47.0,Male,No,3.0,0.0
PHD,2013.0,New Delhi,3.0,27.0,Female,No,5.0,1.0
Bachelors,error,Bangalore,3.0,28.0,Male,No,2.0,0.0
Bachelors,2104.426204825029,Bangalore,3.0,25.0,Female,Yes,73.1163750232798,
Bachelors,2015.0,Bangalore,,27.0,Male,No,73.1163750232798,0.0
Bachelors,2016.0,Pune,2.0,24.0,Female,No,2.0,1.0
Bachelors,2016.0,Bangalore,3.0,140.47735463165102,Male,NO,4.0,1.0
Bachelors,error,Pune,3.0,,Male,NONE,5.0,0.0
Bachelors,2013.0,Bangalore,3.0,24.0,Male,Yes,2.0,0.0
Bachelors,2017.0,Bangalore,3.0,25.0,Male,No,3.0,1.0
Bachelors,2017.0,Pune,2.0,24.0,Female,No,2.0,1.0
Bachelors,2013.0,,3.0,27.0,Male,No,5.0,0.0
Masters,2013.0,Bangalore,3.0,26.0,Female,No,73.1163750232798,1.0
Bachelors,error,Pune,3.0,25.0,,No,3.0,1.0
Bachelors,2015.0,New Delhi,3.0,28.0,Female,No,2.0,0.0
Masters,2017.0,New Delhi,2.0,24.0,Female,No,2.0,0.0
Masters,,New Delhi,3.0,140.47735463165102,Male,No,4.0,1.0
Bachelors,2014.0,BANGALORE,3.0,26.0,Male,No,4.0,0.0
phd,2016.0,New Delhi,3.0,24.0,Female,No,2.0,0.0
Bachelors,2017.0,New Delhi,3.0,26.0,Male,No,4.0,0.0
Bachelors,2016.0,bangalore,error,-47.0,Male,No,,0.0
BACHELORS,2014.0,,3.0,-47.0,Male,No,5.0,0.0
Bachelors,2104.426204825029,New Delhi,3.0,28.0,Female,No,0.0,22.207526878212015
PHD,2104.426204825029,New Delhi,3.0,27.0,Female,No,5.0,0.0
Masters,2014.0,Bangalore,3.0,28.0,Female,No,4.0,
Bachelors,2014.0,Bangalore,3.0,28.0,Female,No,2.0,0.0
Bachelors,2017.0,Bangalore,3.0,24.0,Female,No,2.0,22.207526878212015
Masters,2015.0,New Delhi,3.0,28.0,Male,No,73.1163750232798,0.0
Bachelors,2015.0,Pune,2.0,25.0,Female,No,3.0,1.0
Masters,2017.0,Pune,2.0,27.0,Male,No,5.0,1.0
Bachelors,2014.0,Pune,2.0,25.0,Female,No,3.0,1.0
Bachelors,2015.0,Pune,2.0,28.0,Female,Yes,2.0,1.0
